"idSpecimen","Specimen","Taxo","StageSex","Date","Transect","Plot","SamplingPoint.Replicate","Method","body","leg","eye","chel","fang"
37428,"IT14-0065-44","equaleye","f","07/11/2014","800m","P2",11,"Winkler48h",0.9020508,0.95,0.15,0.45,0.25
37429,"IT14-0065-45","equaleye","f","07/11/2014","800m","P2",11,"Winkler48h",1.06146495,0.80952380952381,0.15,0.404761904761905,0.214285714285714
37430,"IT14-0065-46","equaleye","f","07/11/2014","800m","P2",11,"Winkler48h",0.62573294,0.875,0.166666666666667,0.35,0.25
37431,"IT14-0065-47","equaleye","f","07/11/2014","800m","P2",11,"Winkler48h",0.79188655,0.9,0.15,0.4,0.25
37432,"IT14-0065-48","equaleye","m","07/11/2014","800m","P2",11,"Winkler48h",0.51479106,0.838235294117647,0.173913043478261,0.382352941176471,0.235294117647059
37503,"IT14-0066-68","equaleye","f","07/11/2014","800m","P2",12,"Winkler48h",0.8942745,0.904761904761905,0.140625,0.428571428571429,0.238095238095238
37504,"IT14-0066-69","equaleye","f","07/11/2014","800m","P2",12,"Winkler48h",0.92460207,0.890243902439025,0.172413793103448,0.414634146341463,0.24390243902439
37505,"IT14-0066-70","migale","l","07/11/2014","800m","P2",12,"Winkler48h",3.46978506,0.645161290322581,0.0632911392405063,0.473118279569892,0.43010752688172
37506,"IT14-0066-71","micropoilue","l","07/11/2014","800m","P2",12,"Winkler48h",0.39270315,0.575757575757576,0.0689655172413793,0.333333333333333,0.121212121212121
37507,"IT14-0066-72","blind","l","07/11/2014","800m","P2",12,"Winkler48h",0.38492685,0.648148148148148,0,0.296296296296296,0.185185185185185
37598,"IT14-0068-28","equaleye","sf","07/11/2014","800m","P2",14,"Winkler48h",0.52671472,0.794117647058823,0.153846153846154,0.323529411764706,0.220588235294118
37599,"IT14-0068-29","equaleye","sf","07/11/2014","800m","P2",14,"Winkler48h",0.49379505,0.833333333333333,0.12,0.393939393939394,0.227272727272727
37644,"IT14-0069-33","equaleye","m","07/11/2014","800m","P2",15,"Winkler48h",0.69286833,0.866666666666667,0.136363636363636,0.377777777777778,0.244444444444444
37645,"IT14-0069-34","yeuxpardeux","l","07/11/2014","800m","P2",15,"Winkler48h",5.24455232,0.541793313069909,0.0942622950819672,0.323328267477204,0.131079027355623
37646,"IT14-0069-35","noir","l","07/11/2014","800m","P2",15,"Winkler48h",3.26189864,1.03977272727273,0.112903225806452,0.5,0.340909090909091
37689,"IT14-0070-39","equaleye","m","07/11/2014","800m","P2",16,"Winkler48h",0.36652294,1,0.15,0.444444444444444,0.259259259259259
37722,"IT14-0071-30","","l","07/11/2014","800m","P2",17,"Winkler48h",0.53708312,0.642857142857143,0.145833333333333,0.357142857142857,0.178571428571429
37741,"IT14-0072-18","equaleye","f","07/11/2014","800m","P2",18,"Winkler48h",0.7672616,0.813953488372093,0.140625,0.348837209302326,0.22093023255814
37742,"IT14-0072-19","equaleye","f","07/11/2014","800m","P2",18,"Winkler48h",0.92745338,0.880952380952381,0.15,0.428571428571429,0.214285714285714
37771,"IT14-0073-24","equaleye","sf","07/11/2014","800m","P2",19,"Winkler48h",0.39555446,0.95,0.130434782608696,0.433333333333333,0.233333333333333
37797,"IT14-0074-22","marron","l","07/11/2014","800m","P2",20,"Winkler48h",3.12296208,0.726744186046512,0.106060606060606,0.348837209302326,0.244186046511628
37798,"IT14-0074-23","macaron","l","07/11/2014","800m","P2",20,"Winkler48h",2.26445856,0.793650793650794,0.125,0.317460317460317,0.174603174603175
37799,"IT14-0074-24","equaleye","m","07/11/2014","800m","P2",20,"Winkler48h",0.65943024,0.875,0.121212121212121,0.386363636363636,0.25
37800,"IT14-0074-25","equaleye","m","07/11/2014","800m","P2",20,"Winkler48h",0.45672802,0.823529411764706,0.14,0.411764705882353,0.235294117647059
37801,"IT14-0074-26","equaleye","m","07/11/2014","800m","P2",20,"Winkler48h",0.54097127,0.771428571428571,0.145833333333333,0.371428571428571,0.2
37802,"IT14-0074-27","equaleye","sf","07/11/2014","800m","P2",20,"Winkler48h",0.50623713,0.742424242424242,0.145833333333333,0.363636363636364,0.212121212121212
37803,"IT14-0074-28","equaleye","m","07/11/2014","800m","P2",20,"Winkler48h",0.43962016,0.828125,0.152173913043478,0.4375,0.234375
37805,"IT14-0074-30","equaleye",NA,"07/11/2014","800m","P2",20,"Winkler48h",0.32815986,0.666666666666667,0.136363636363636,0.37037037037037,0.222222222222222
37806,"IT14-0074-31","equaleye","l","07/11/2014","800m","P2",20,"Winkler48h",0.24702713,0.769230769230769,0.157894736842105,0.346153846153846,0.230769230769231
37876,"IT14-0099-62","","l","09/11/2014","800m","P1",1,"Winkler48h",1.33130256,0.507352941176471,0.145833333333333,0.25,0.117647058823529
37885,"IT14-0100-03","","l","09/11/2014","800m","P1",2,"Winkler48h",1.16359369,0.663636363636364,0.0888888888888889,0.4,0.254545454545455
37886,"IT14-0100-04","salticidae","l","09/11/2014","800m","P1",2,"Winkler48h",1.09593988,0.535714285714286,0.232558139534884,0.232142857142857,0.160714285714286
37887,"IT14-0100-05","","l","09/11/2014","800m","P1",2,"Winkler48h",3.3127887,0.777777777777778,0.100280286515104,0.434547908232119,0.14484930274404
37888,"IT14-0100-06","migale de sable","l","09/11/2014","800m","P1",2,"Winkler48h",3.13877389,0.81764705882353,0.0632911392405063,0.447058823529412,0.411764705882353
37889,"IT14-0100-07","","l","09/11/2014","800m","P1",2,"Winkler48h",1.09205173,0.636363636363636,0.116279069767442,0.4,0.272727272727273
37890,"IT14-0100-08","",NA,"09/11/2014","800m","P1",2,"Winkler48h",0.41940178,0.647058823529412,0.0666666666666667,0.411764705882353,0.205882352941176
37900,"IT14-0101-01","","l","09/11/2014","800m","P1",3,"Winkler48h",1.21509808,0.501984126984127,0.136904761904762,0.273809523809524,0.0912698412698413
37901,"IT14-0101-02","","l","09/11/2014","800m","P1",3,"Winkler48h",1.45753783,0.662404092071611,0.22,0.367647058823529,0.220588235294118
37902,"IT14-0101-03","salticidae","f","09/11/2014","800m","P1",3,"Winkler48h",13.33657548,0.695853053865224,0.153795877325289,0.308429118773946,0.13909548493727
37903,"IT14-0101-04","","l","09/11/2014","800m","P1",3,"Winkler48h",2.83904352,0.777777777777778,0.0901960784313726,0.397530864197531,0.233841684822077
37904,"IT14-0101-05","","m","09/11/2014","800m","P1",3,"Winkler48h",0.311052,0.64,0,0.24,0.16
37906,"IT14-0101-07","","l","09/11/2014","800m","P1",3,"Winkler48h",0.24210214,0.611111111111111,0.113636363636364,0.296296296296296,0.148148148148148
NA,"IT14-0101-54","","l","09/11/2014","800m","P1",3,"Winkler48h",0.62936188,1.046875,0.111111111111111,0.4375,0.140625
37922,"IT14-0102-04","eye small","l","09/11/2014","800m","P1",4,"Winkler48h",2.11307992,0.508064516129032,0.0975609756097561,0.32258064516129,0.112903225806452
37923,"IT14-0102-05","salticidae","l","09/11/2014","800m","P1",4,"Winkler48h",1.11538063,0.46078431372549,0.263157894736842,0.274509803921569,0.156862745098039
37924,"IT14-0102-06","salticidae","f","09/11/2014","800m","P1",4,"Winkler48h",1.53504162,0.523809523809524,0.340909090909091,0.285714285714286,0.111111111111111
37926,"IT14-0102-08","","l","09/11/2014","800m","P1",4,"Winkler48h",0.93341521,0.55952380952381,0.09375,0.30952380952381,0.142857142857143
37927,"IT14-0102-09","","f","09/11/2014","800m","P1",4,"Winkler48h",0.54874757,0.875,0.137931034482759,0.361111111111111,0.166666666666667
37928,"IT14-0102-10","","m","09/11/2014","800m","P1",4,"Winkler48h",0.61277244,0.611111111111111,0.129032258064516,0.25,0.222222222222222
37929,"IT14-0102-11","","f","09/11/2014","800m","P1",4,"Winkler48h",0.68820255,0.935483870967742,0.16,0.387096774193548,0.193548387096774
38065,"IT14-0103-61","longuepatterouge","l","09/11/2014","800m","P1",5,"Winkler48h",1.06120574,1.08333333333333,0.15625,0.523809523809524,0.238095238095238
38066,"IT14-0103-62","","l","09/11/2014","800m","P1",5,"Winkler48h",0.51012528,0.484375,0.0833333333333333,0.34375,0.1875
38073,"IT14-0104-02","salticidae","m","09/11/2014","800m","P1",6,"Winkler48h",1.78206875,0.629032258064516,0.290909090909091,0.32258064516129,0.193548387096774
38074,"IT14-0104-03","noir","l","09/11/2014","800m","P1",6,"Winkler48h",6.83343808,0.644396551724138,0.105311355311355,0.311576354679803,0.226600985221675
38075,"IT14-0104-04","salticidae","lf","09/11/2014","800m","P1",6,"Winkler48h",3.81764488,0.577586206896552,0.518518518518518,0.293103448275862,0.198275862068965
38076,"IT14-0104-05","salticidae","f","09/11/2014","800m","P1",6,"Winkler48h",1.63250458,0.547619047619048,0.282608695652174,0.26984126984127,0.158730158730159
38077,"IT14-0104-06","eye small","l","09/11/2014","800m","P1",6,"Winkler48h",1.74396488,0.53968253968254,0.0909090909090909,0.301587301587302,0.0952380952380952
38078,"IT14-0104-07","","m","09/11/2014","800m","P1",6,"Winkler48h",0.98966378,0.788888888888889,0.147058823529412,0.4,0.222222222222222
38079,"IT14-0104-08","","m","09/11/2014","800m","P1",6,"Winkler48h",0.70401436,0.578947368421053,0.151515151515152,0.368421052631579,0.157894736842105
38132,"IT14-0105-48","","f","09/11/2014","800m","P1",7,"Winkler48h",9.96398988,0.885,0.0943426379714468,0.430202429149798,0.29331983805668
38133,"IT14-0105-49","moustache","l","09/11/2014","800m","P1",7,"Winkler48h",8.44486578,0.597503373819163,0.0892906660750929,0.376608187134503,0.318668466036887
38134,"IT14-0105-50","prognate","l","09/11/2014","800m","P1",7,"Winkler48h",3.64838075,0.877045348293595,0.0933333333333333,0.43010752688172,0.236559139784946
38135,"IT14-0105-51","","f","09/11/2014","800m","P1",7,"Winkler48h",0.71334592,0.953125,0.153846153846154,0.25,0.25
38136,"IT14-0105-52","","f","09/11/2014","800m","P1",7,"Winkler48h",0.6713539,0.928571428571429,0.137931034482759,0.4,0.228571428571429
38138,"IT14-0105-54","salticidae","f","09/11/2014","800m","P1",7,"Winkler48h",2.93087236,0.501401432575522,0.317102527628843,0.238165680473373,0.12535035814388
38186,"IT14-0106-45","prognate","l","09/11/2014","800m","P1",8,"Winkler48h",2.08445216,0.605629539951574,0.123214285714286,0.37590799031477,0.125302663438257
38187,"IT14-0106-46","","l","09/11/2014","800m","P1",8,"Winkler48h",1.75637952,0.876717032967033,0.073015873015873,0.394917582417582,0.173763736263736
38188,"IT14-0106-47","eye small","l","09/11/2014","800m","P1",8,"Winkler48h",1.98495472,0.597402597402597,0.102678571428571,0.373376623376623,0.134415584415584
38189,"IT14-0106-48","eye small","l","09/11/2014","800m","P1",8,"Winkler48h",1.71681104,0.575,0.0966386554621849,0.328571428571429,0.115
38190,"IT14-0106-49","","m","09/11/2014","800m","P1",8,"Winkler48h",1.1390344,0.790625,0.177606177606178,0.266964285714286,0.102678571428571
38191,"IT14-0106-50","eye small","l","09/11/2014","800m","P1",8,"Winkler48h",1.47386806,0.681818181818182,0.1,0.309090909090909,0.127272727272727
38192,"IT14-0106-51","eye small","l","09/11/2014","800m","P1",8,"Winkler48h",2.36337264,0.54781561747506,0.0915032679738562,0.332301341589267,0.124613003095975
38193,"IT14-0106-52","eye small","l","09/11/2014","800m","P1",8,"Winkler48h",1.6796808,0.515873015873016,0.075,0.285714285714286,0.0634920634920635
38196,"IT14-0106-55","","l","09/11/2014","800m","P1",8,"Winkler48h",0.50208977,0.735294117647059,0.0769230769230769,0.323529411764706,0.117647058823529
38201,"IT14-0107-01","grosbras","l","09/11/2014","800m","P1",9,"Winkler48h",18.87359288,0.56354627929582,0.114703001157717,0.247785938006264,0.121719408143428
38202,"IT14-0107-02","","l","09/11/2014","800m","P1",9,"Winkler48h",1.97419824,0.734546703296703,0.125,0.394917582417582,0.14217032967033
38203,"IT14-0107-03","eye small","l","09/11/2014","800m","P1",9,"Winkler48h",1.7594528,0.767857142857143,0.102678571428571,0.321428571428571,0.125
38204,"IT14-0107-04","striped","l","09/11/2014","800m","P1",9,"Winkler48h",1.2177872,0.97140731292517,0.266964285714286,0.547619047619048,0.290922619047619
38207,"IT14-0107-07","salticidae","l","09/11/2014","800m","P1",9,"Winkler48h",1.16955552,0.59375,0.307692307692308,0.291666666666667,0.1875
38275,"IT14-0108-01","pasteque","l","09/11/2014","800m","P1",10,"Winkler48h",0.94196914,0.701923076923077,0.0638297872340425,0.25,0.0384615384615385
38279,"IT14-0108-05","equaleye","m","09/11/2014","800m","P1",10,"Winkler48h",0.64465527,0.890243902439025,0.15625,0.317073170731707,0.170731707317073
38354,"IT14-0109-72","","l","09/11/2014","800m","P1",11,"Winkler48h",0.41758731,1.04166666666667,0.103448275862069,0.527777777777778,0.277777777777778
38357,"IT14-0110-01","","f","09/11/2014","800m","P1",12,"Winkler48h",0.90697579,1.15625,0.15625,0.4375,0.15625
38358,"IT14-0110-02","longuepatterouge","m","09/11/2014","800m","P1",12,"Winkler48h",1.3167868,1.63742236024845,0.15,0.576923076923077,0.192307692307692
38359,"IT14-0110-03","equaleye","f","09/11/2014","800m","P1",12,"Winkler48h",0.79629312,0.958333333333333,0.172413793103448,0.361111111111111,0.25
38360,"IT14-0110-04","equaleye","m","09/11/2014","800m","P1",12,"Winkler48h",0.59307248,0.858974358974359,0.133333333333333,0.384615384615385,0.230769230769231
38403,"IT14-0111-35","","m","09/11/2014","800m","P1",13,"Winkler48h",5.945886,0.635757080610022,0.0841830065359477,0.328839869281046,0.124228395061728
38469,"IT14-0112-60","","l","09/11/2014","800m","P1",14,"Winkler48h",1.29461098,0.717948717948718,0.079008710587658,0.387989203778677,0.217273954116059
38470,"IT14-0112-61","eye small","l","09/11/2014","800m","P1",14,"Winkler48h",2.17924148,0.562196356275304,0.0674298478291219,0.277024291497976,0.0977732793522267
38471,"IT14-0112-62","eye small","l","09/11/2014","800m","P1",14,"Winkler48h",1.97492099,0.546666666666667,0.106382978723404,0.306666666666667,0.12
38472,"IT14-0112-63","","f","09/11/2014","800m","P1",14,"Winkler48h",0.7672616,0.878378378378378,0.137931034482759,0.351351351351351,0.216216216216216
38476,"IT14-0113-01","eye small","l","09/11/2014","800m","P1",15,"Winkler48h",2.436574,0.606666666666667,0.0769230769230769,0.346666666666667,0.12
38594,"IT14-0114-31","migale de sable","l","09/11/2014","800m","P1",16,"Winkler48h",2.7149005,0.58663967611336,0.0724246513720198,0.430202429149798,0.391093117408907
38598,"IT14-0115-01","longuepatterouge","m","09/11/2014","800m","P1",17,"Winkler48h",1.11829497,1.53493535327152,0.255060728744939,0.630795350659527,0.210265116886509
38599,"IT14-0115-02","salticidae","l","09/11/2014","800m","P1",17,"Winkler48h",1.06146495,0.533898305084746,0.288888888888889,0.254237288135593,0.169491525423729
38600,"IT14-0115-03","","l","09/11/2014","800m","P1",17,"Winkler48h",1.33078414,0.601694915254237,0.04,0.423728813559322,0.271186440677966
38601,"IT14-0115-04","","l","09/11/2014","800m","P1",17,"Winkler48h",3.11784256,0.516326530612245,0.100174216027875,0.316836734693878,0.105612244897959
38602,"IT14-0115-05","migale de terre","l","09/11/2014","800m","P1",17,"Winkler48h",3.0768227,0.583333333333333,0.04,0.230769230769231,0.41025641025641
38603,"IT14-0115-06","","l","09/11/2014","800m","P1",17,"Winkler48h",1.17085157,0.768518518518518,0.125,0.37037037037037,0.203703703703704
38604,"IT14-0115-07","salticidae","l","09/11/2014","800m","P1",17,"Winkler48h",5.96369984,0.683312262958281,0.280032467532468,0.356194690265487,0.196270543615676
38605,"IT14-0115-08","","l","09/11/2014","800m","P1",17,"Winkler48h",12.06593496,0.9,0.099540717187776,0.445674740484429,0.297116493656286
38606,"IT14-0115-09","","f","09/11/2014","800m","P1",17,"Winkler48h",0.84606144,0.881578947368421,0.142857142857143,0.368421052631579,0.236842105263158
38607,"IT14-0115-10","","f","09/11/2014","800m","P1",17,"Winkler48h",0.65217236,0.928571428571429,0.142857142857143,0.342857142857143,0.257142857142857
38608,"IT14-0115-11","equaleye","m","09/11/2014","800m","P1",17,"Winkler48h",0.69675648,0.880952380952381,0.15625,0.357142857142857,0.238095238095238
38609,"IT14-0115-12","equaleye","f","09/11/2014","800m","P1",17,"Winkler48h",0.79992206,0.905405405405405,0.166666666666667,0.405405405405405,0.216216216216216
38610,"IT14-0115-13","","l","09/11/2014","800m","P1",17,"Winkler48h",0.8061431,0.578947368421053,0.0967741935483871,0.342105263157895,0.105263157894737
38611,"IT14-0115-14","","l","09/11/2014","800m","P1",17,"Winkler48h",0.96970461,0.61,0.0810810810810811,0.34,0.14
38612,"IT14-0115-15","","f","09/11/2014","800m","P1",17,"Winkler48h",0.75896688,0.891891891891892,0.172413793103448,0.405405405405405,0.243243243243243
38613,"IT14-0115-16","equaleye","m","09/11/2014","800m","P1",17,"Winkler48h",0.65243157,0.869047619047619,0.161290322580645,0.380952380952381,0.238095238095238
38614,"IT14-0115-17","","m","09/11/2014","800m","P1",17,"Winkler48h",0.31157042,0.826923076923077,0.15,0.346153846153846,0.153846153846154
38615,"IT14-0115-18","","f","09/11/2014","800m","P1",17,"Winkler48h",0.86472456,0.583333333333333,0.125,0.444444444444444,0.194444444444444
38675,"IT14-0116-34","","l","09/11/2014","800m","P1",18,"Winkler48h",1.3116026,0.909090909090909,0.14,0.454545454545455,0.254545454545455
38676,"IT14-0116-35","","m","09/11/2014","800m","P1",18,"Winkler48h",1.66257294,0.775,0.132075471698113,0.333333333333333,0.2
38677,"IT14-0116-36","","l","09/11/2014","800m","P1",18,"Winkler48h",3.21358752,1.10490196078431,0.127980922098569,0.385838779956427,0.280610021786492
38678,"IT14-0116-37","","l","09/11/2014","800m","P1",18,"Winkler48h",0.9279718,0.913461538461538,0.142857142857143,0.480769230769231,0.326923076923077
38679,"IT14-0116-38","blind","l","09/11/2014","800m","P1",18,"Winkler48h",0.39762814,0.625,0,0.285714285714286,0.178571428571429
38680,"IT14-0116-39","","f","09/11/2014","800m","P1",18,"Winkler48h",0.50779239,0.9,0.148148148148148,0.371428571428571,0.2
38681,"IT14-0116-40","equaleye","f","09/11/2014","800m","P1",18,"Winkler48h",0.78877603,0.847222222222222,0.178571428571429,0.416666666666667,0.277777777777778
38766,"IT14-0117-79","longuepatterouge",NA,"09/11/2014","800m","P1",19,"Winkler48h",1.05913206,0.88,0.151515151515152,0.46,0.16
38767,"IT14-0117-80","","m","09/11/2014","800m","P1",19,"Winkler48h",0.37533608,0.870967741935484,0.125,0.354838709677419,0.193548387096774
38768,"IT14-0117-81","equaleye","m","09/11/2014","800m","P1",19,"Winkler48h",0.51453185,1.015625,0.133333333333333,0.4375,0.25
38772,"IT14-0118-01","salticidae","l","09/11/2014","800m","P1",20,"Winkler48h",2.09290368,0.73469387755102,0.123989218328841,0.391156462585034,0.23469387755102
38774,"IT14-0118-03","","l","09/11/2014","800m","P1",20,"Winkler48h",0.50986607,0.885714285714286,0.24,0.428571428571429,0.228571428571429
38776,"IT14-0118-05","","m","09/11/2014","800m","P1",20,"Winkler48h",0.3214204,0.962962962962963,0.136363636363636,0.407407407407407,0.259259259259259
39252,"IT14-0253-20","salticidae","l","10/11/2014","600m","P5",1,"Winkler48h",1.83313312,0.527027027027027,0.320754716981132,0.22972972972973,0.189189189189189
39254,"IT14-0253-21","reversebonbon","l","10/11/2014","600m","P5",1,"Winkler48h",0.57985277,0.621212121212121,0.137931034482759,0.333333333333333,0.181818181818182
39255,"IT14-0253-22","salticidae","l","10/11/2014","600m","P5",1,"Winkler48h",0.32867828,0.609375,0.375,0.25,0.1875
39271,"IT14-0254-03","marron","l","10/11/2014","600m","P5",2,"Winkler48h",2.8979678,0.8375,0.09375,0.3625,0.2125
39272,"IT14-0254-04","salticidae","l","10/11/2014","600m","P5",2,"Winkler48h",2.14003776,0.537313432835821,0.3125,0.253731343283582,0.164179104477612
39273,"IT14-0254-05","marbrée","l","10/11/2014","600m","P5",2,"Winkler48h",0.3447493,0.76,0.0952380952380952,0.32,0.16
39287,"IT14-0255-08","salticidae","f","10/11/2014","600m","P5",3,"Winkler48h",3.69477934,0.588235294117647,0.342465753424658,0.274509803921569,0.215686274509804
39288,"IT14-0255-09","marbrée","l","10/11/2014","600m","P5",3,"Winkler48h",0.5132358,0.783333333333333,0.0961538461538461,0.333333333333333,0.233333333333333
