"Gen_sp","SpecimenCode","Sample","Site","Transect","Plot","Habitat","SamplingPoint","Method","Abundance","body","leg","eye","mand","clyp"
"Anochetus_horridus","IT14-0294-15","IT14-0294","Itoupé","800m","P3",1,2,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0267-25","IT14-0267","Itoupé","600m","P5",1,15,"Winkler48h",7,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0819-21","IT14-0819","Itoupé","450m","P7",1,19,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0300-77","IT14-0300","Itoupé","800m","P3",1,8,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0266-17","IT14-0266","Itoupé","600m","P5",1,14,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0957-32","IT14-0957","Itoupé","450m","P9",1,7,"Winkler48h",4,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0796-53","IT14-0796","Itoupé","450m","P8",1,16,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0115-43","IT14-0115","Itoupé","800m","P1",1,17,"Winkler48h",2,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0801-22","IT14-0801","Itoupé","450m","P7",1,1,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0440-31","IT14-0440","Itoupé","600m","P4",1,20,"Winkler48h",2,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0110-10","IT14-0110","Itoupé","800m","P1",1,12,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0965-54","IT14-0965","Itoupé","450m","P9",1,15,"Winkler48h",5,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0105-59","IT14-0105","Itoupé","800m","P1",1,7,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0793-39","IT14-0793","Itoupé","450m","P8",1,13,"Winkler48h",15,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0807-45","IT14-0807","Itoupé","450m","P7",1,7,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0434-15","IT14-0434","Itoupé","600m","P4",1,14,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0069-39","IT14-0069","Itoupé","800m","P2",1,15,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0959-32","IT14-0959","Itoupé","450m","P9",1,9,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0430-20","IT14-0430","Itoupé","600m","P4",1,10,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0953-36","IT14-0953","Itoupé","450m","P9",1,3,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0800-62","IT14-0800","Itoupé","450m","P8",1,20,"Winkler48h",1,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_horridus","IT14-0428-38","IT14-0428","Itoupé","600m","P4",1,8,"Winkler48h",21,2.32207288,0.774348568987612,0.215078264315435,0.562194954348232,0.199139414802065
"Anochetus_inermis","IT14-0111-41","IT14-0111","Itoupé","800m","P1",1,13,"Winkler48h",3,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0295-93","IT14-0295","Itoupé","800m","P3",1,3,"Winkler48h",2,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0057-37","IT14-0057","Itoupé","800m","P2",1,3,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0110-11","IT14-0110","Itoupé","800m","P1",1,12,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0101-20","IT14-0101","Itoupé","800m","P1",1,3,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0808-31","IT14-0808","Itoupé","450m","P7",1,8,"Winkler48h",5,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0103-69","IT14-0103","Itoupé","800m","P1",1,5,"Winkler48h",2,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0272-76","IT14-0272","Itoupé","600m","P5",1,20,"Winkler48h",3,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0099-69","IT14-0099","Itoupé","800m","P1",1,1,"Winkler48h",8,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0074-40","IT14-0074","Itoupé","800m","P2",1,20,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0299-27","IT14-0299","Itoupé","800m","P3",1,7,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0072-37","IT14-0072","Itoupé","800m","P2",1,18,"Winkler48h",2,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0431-40","IT14-0431","Itoupé","600m","P4",1,11,"Winkler48h",2,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0107-100","IT14-0107","Itoupé","800m","P1",1,9,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0302-92","IT14-0302","Itoupé","800m","P3",1,10,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0056-60","IT14-0056","Itoupé","800m","P2",1,2,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0067-61","IT14-0067","Itoupé","800m","P2",1,13,"Winkler48h",5,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Anochetus_inermis","IT14-0967-55","IT14-0967","Itoupé","450m","P9",1,17,"Winkler48h",1,1.761357,0.719582069430401,0.171236559139785,0.289511336061219,0.294701986754967
"Apterostigma_acre","IT14-0809-82","IT14-0809","Itoupé","450m","P7",1,9,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0784-38","IT14-0784","Itoupé","450m","P8",1,4,"Winkler48h",5,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0303-71","IT14-0303","Itoupé","800m","P3",1,11,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0820-94","IT14-0820","Itoupé","450m","P7",1,20,"Winkler48h",2,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0423-59","IT14-0423","Itoupé","600m","P4",1,3,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0568-18","IT14-0568","Itoupé","600m","P6",1,18,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0308-74","IT14-0308","Itoupé","800m","P3",1,16,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0262-65","IT14-0262","Itoupé","600m","P5",1,10,"Winkler48h",2,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0430-29","IT14-0430","Itoupé","600m","P4",1,10,"Winkler48h",4,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0816-50","IT14-0816","Itoupé","450m","P7",1,16,"Winkler48h",2,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0057-35","IT14-0057","Itoupé","800m","P2",1,3,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0435-55","IT14-0435","Itoupé","600m","P4",1,15,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0815-86","IT14-0815","Itoupé","450m","P7",1,15,"Winkler48h",4,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0107-79","IT14-0107","Itoupé","800m","P1",1,9,"Winkler48h",2,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0560-07","IT14-0560","Itoupé","600m","P6",1,10,"Winkler48h",1,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_acre","IT14-0812-95","IT14-0812","Itoupé","450m","P7",1,12,"Winkler48h",2,1.14347428,0.840449438202247,0.210743801652893,0.199920358257282,0.230647709320695
"Apterostigma_auriculatum","IT14-0820-92","IT14-0820","Itoupé","450m","P7",1,20,"Winkler48h",10,2.38845,1.01413043478261,0.297754491017964,0.238035560748975,0.268640818065616
"Apterostigma_auriculatum","IT14-0809-81","IT14-0809","Itoupé","450m","P7",1,9,"Winkler48h",3,2.38845,1.01413043478261,0.297754491017964,0.238035560748975,0.268640818065616
"Apterostigma_auriculatum","IT14-0057-34","IT14-0057","Itoupé","800m","P2",1,3,"Winkler48h",12,2.38845,1.01413043478261,0.297754491017964,0.238035560748975,0.268640818065616
"Apterostigma_avium","IT14-0438-53","IT14-0438","Itoupé","600m","P4",1,18,"Winkler48h",1,1.993928625,1.12218143681175,0.288288288288288,0.213350965644544,0.262996941896024
"Apterostigma_cf.auriculatum","IT14-0272-78","IT14-0272","Itoupé","600m","P5",1,20,"Winkler48h",9,1.65353825,1.01477832512315,0.276995305164319,0.210017681848668,0.275974025974026
"Apterostigma_cf.auriculatum","IT14-0812-94","IT14-0812","Itoupé","450m","P7",1,12,"Winkler48h",4,1.65353825,1.01477832512315,0.276995305164319,0.210017681848668,0.275974025974026
"Apterostigma_complexe.pilosum.sp.A","IT14-0296-53","IT14-0296","Itoupé","800m","P3",1,4,"Winkler48h",1,2.52608527777778,0.97542242703533,0.226195028680688,0.196991760492156,0.306901819191779
"Apterostigma_pilosum","IT14-0814-66","IT14-0814","Itoupé","450m","P7",1,14,"Winkler48h",15,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0959-33","IT14-0959","Itoupé","450m","P9",1,9,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0808-33","IT14-0808","Itoupé","450m","P7",1,8,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0435-57","IT14-0435","Itoupé","600m","P4",1,15,"Winkler48h",5,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0782-32","IT14-0782","Itoupé","450m","P8",1,2,"Winkler48h",6,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0802-67","IT14-0802","Itoupé","450m","P7",1,2,"Winkler48h",15,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0962-27","IT14-0962","Itoupé","450m","P9",1,12,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0293-77","IT14-0293","Itoupé","800m","P3",1,1,"Winkler48h",2,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0297-105","IT14-0297","Itoupé","800m","P3",1,5,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0786-58","IT14-0786","Itoupé","450m","P8",1,6,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0958-20","IT14-0958","Itoupé","450m","P9",1,8,"Winkler48h",3,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0300-69","IT14-0300","Itoupé","800m","P3",1,8,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0304-19","IT14-0304","Itoupé","800m","P3",1,12,"Winkler48h",3,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0953-37","IT14-0953","Itoupé","450m","P9",1,3,"Winkler48h",2,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0969-114","IT14-0969","Itoupé","450m","P9",1,19,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0967-57","IT14-0967","Itoupé","450m","P9",1,17,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0968-25","IT14-0968","Itoupé","450m","P9",1,18,"Winkler48h",2,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0791-71","IT14-0791","Itoupé","450m","P8",1,11,"Winkler48h",9,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0961-20","IT14-0961","Itoupé","450m","P9",1,11,"Winkler48h",3,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0800-66","IT14-0800","Itoupé","450m","P8",1,20,"Winkler48h",4,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0064-62","IT14-0064","Itoupé","800m","P2",1,10,"Winkler48h",7,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0068-43","IT14-0068","Itoupé","800m","P2",1,14,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0263-24","IT14-0263","Itoupé","600m","P5",1,11,"Winkler48h",2,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0785-65","IT14-0785","Itoupé","450m","P8",1,5,"Winkler48h",5,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0299-26","IT14-0299","Itoupé","800m","P3",1,7,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0060-49","IT14-0060","Itoupé","800m","P2",1,6,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_pilosum","IT14-0268-34","IT14-0268","Itoupé","600m","P5",1,16,"Winkler48h",1,1.28251894387052,0.90464135021097,0.226943942133816,0.191404976510626,0.21011673151751
"Apterostigma_reburrum","IT14-0435-54","IT14-0435","Itoupé","600m","P4",1,15,"Winkler48h",2,1.8266413125,0.947619047619048,0.273730684326711,0.20756153328276,0.276462058965684
"Apterostigma_reburrum","IT14-0569-26","IT14-0569","Itoupé","600m","P6",1,19,"Winkler48h",5,1.8266413125,0.947619047619048,0.273730684326711,0.20756153328276,0.276462058965684
"Apterostigma_sp.IT14.1","IT14-0558-16","IT14-0558","Itoupé","600m","P6",1,8,"Winkler48h",2,2.29632975,0.916083916083916,0.214015151515151,0.196237408859106,0.292072322670375
"Apterostigma_sp.IT14.1","IT14-0802-68","IT14-0802","Itoupé","450m","P7",1,2,"Winkler48h",1,2.29632975,0.916083916083916,0.214015151515151,0.196237408859106,0.292072322670375
"Apterostigma_sp.IT14.2","IT14-0815-85","IT14-0815","Itoupé","450m","P7",1,15,"Winkler48h",3,1.294202,1.07317073170732,0.270833333333333,0.195652173913043,0.260869565217391
"Apterostigma_sp.IT14.3","IT14-0435-56","IT14-0435","Itoupé","600m","P4",1,15,"Winkler48h",1,1.413410375,0.873417721518987,0.25,0.182350123186422,0.263345195729537
"Apterostigma_sp.IT14.3","IT14-0297-104","IT14-0297","Itoupé","800m","P3",1,5,"Winkler48h",4,1.413410375,0.873417721518987,0.25,0.182350123186422,0.263345195729537
"Apterostigma_sp.IT14.4","IT14-0820-93","IT14-0820","Itoupé","450m","P7",1,20,"Winkler48h",3,1.4641315,0.927884615384616,0.211009174311927,0.19085626911315,0.213333333333333
"Apterostigma_sp.IT14.4","IT14-0267-28","IT14-0267","Itoupé","600m","P5",1,15,"Winkler48h",1,1.4641315,0.927884615384616,0.211009174311927,0.19085626911315,0.213333333333333
"Apterostigma_sp.IT14.5","IT14-0569-25","IT14-0569","Itoupé","600m","P6",1,19,"Winkler48h",4,1.281865,0.98989898989899,0.211538461538462,0.240384615384615,0.28125
"Basiceros_manni","IT14-0106-61","IT14-0106","Itoupé","800m","P1",1,8,"Winkler48h",1,4.398485,0.831932773109244,0.197802197802198,0.201863354037267,0.31304347826087
"Basiceros_militaris","IT14-0301-19","IT14-0301","Itoupé","800m","P3",1,9,"Winkler48h",1,3.20922875,0.665019920318725,0.0819277108433735,0.0691555459506186,0.307174887892377
"Basiceros_militaris","IT14-0437-34","IT14-0437","Itoupé","600m","P4",1,17,"Winkler48h",2,3.20922875,0.665019920318725,0.0819277108433735,0.0691555459506186,0.307174887892377
"Basiceros_militaris","IT14-0799-43","IT14-0799","Itoupé","450m","P8",1,19,"Winkler48h",1,3.20922875,0.665019920318725,0.0819277108433735,0.0691555459506186,0.307174887892377
"Brachymyrmex_heeri","IT14-0968-32","IT14-0968","Itoupé","450m","P9",1,18,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0970-25","IT14-0970","Itoupé","450m","P9",1,20,"Winkler48h",3,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0959-47","IT14-0959","Itoupé","450m","P9",1,9,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0953-43","IT14-0953","Itoupé","450m","P9",1,3,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0253-46","IT14-0253","Itoupé","600m","P5",1,1,"Winkler48h",4,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0793-40","IT14-0793","Itoupé","450m","P8",1,13,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0432-17","IT14-0432","Itoupé","600m","P4",1,12,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0295-85","IT14-0295","Itoupé","800m","P3",1,3,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_heeri","IT14-0302-100","IT14-0302","Itoupé","800m","P3",1,10,"Winkler48h",1,0.169979671875,0.933333333333333,0.288135593220339,0.117185220551179,0.262910798122066
"Brachymyrmex_sp.TR13.1","IT14-0803-33","IT14-0803","Itoupé","450m","P7",1,3,"Winkler48h",2,0.45850545,0.927038626609442,0.186991869918699,0.137892937682374,0.338129496402878
"Brachymyrmex_sp.TR13.1","IT14-0294-25","IT14-0294","Itoupé","800m","P3",1,2,"Winkler48h",2,0.45850545,0.927038626609442,0.186991869918699,0.137892937682374,0.338129496402878
"Brachymyrmex_sp.TR13.1","IT14-0107-80","IT14-0107","Itoupé","800m","P1",1,9,"Winkler48h",1,0.45850545,0.927038626609442,0.186991869918699,0.137892937682374,0.338129496402878
"Brachymyrmex_sp.TR13.1","IT14-0954-37","IT14-0954","Itoupé","450m","P9",1,4,"Winkler48h",5,0.45850545,0.927038626609442,0.186991869918699,0.137892937682374,0.338129496402878
"Camponotus_.Myrmaphaenus.sp.","IT14-0293-91","IT14-0293","Itoupé","800m","P3",1,1,"Winkler48h",1,3.868969,0.86289156626506,0.307171853856563,0.109397674716643,0.321378830083565
